units,sr,lr,input_scaling,MAE,RMSE,MAPE,TrainTime
1244,1.385595153449124,0.4802857225639665,1.0618101782710436,107.55778586765315,140.59174190505715,0.7200411887429256,12.009572982788086
287,0.8464668897345596,0.16239780813448107,0.7340279606636548,143.10871338111497,191.4689900876779,0.9404460543686026,2.996195077896118
969,1.3207107783590823,0.1571467271687763,1.0005629167085328,166.79445989191737,224.73809531725652,1.1018455616419127,8.26140809059143
1155,0.8006230126728116,0.4754210836063001,1.582998158400237,36.1599693740128,50.866581600093994,0.23479974956186161,10.528969049453735
947,1.2198051453057903,0.2216968971838151,0.7751067647801507,88.76853577411256,120.34517926096055,0.5840100347764683,7.993044376373291
